gene,bnumber,COG class,molecular_weight_kDa,sequence_length,condition,copy_number_molecule-per-fL,growth_rate_hr-1,,,
eno,b2779,[g],45.654,432,glucose_minimal,24452.16617,0.51,,,
pyrg,b2780,[f],60.373,545,glucose_minimal,1269.353803,0.51,,,
rela,b2784,[tk],83.875,744,glucose_minimal,39.45836811,0.51,,,
rlmd,b2785,,48.052,433,glucose_minimal,,0.51,,,
yqca,b2790,[c],16.274,149,glucose_minimal,,0.51,,,
quef,b2794,,32.587,282,glucose_minimal,98.16419711,0.51,,,
ygdh,b2795,[r],50.971,454,glucose_minimal,,0.51,,,
sdac,b2796,[e],46.906,429,glucose_minimal,,0.51,,,
sdab,b2797,,48.752,455,glucose_minimal,,0.51,,,
fuco,b2799,[c],40.513,382,glucose_minimal,,0.51,,,
fucu,b2804,[g],15.473,140,glucose_minimal,,0.51,,,
ygdi,b2809,,8.1741,75,glucose_minimal,717.8004887,0.51,,,
csde,b2811,,15.94,147,glucose_minimal,51.68080124,0.51,,,
mlta,b2813,[m],40.41,365,glucose_minimal,,0.51,,,
amic,b2817,,45.634,417,glucose_minimal,,0.51,,,
arga,b2818,[e],49.195,443,glucose_minimal,41.24372318,0.51,,,
ptra,b2821,,107.71,962,glucose_minimal,,0.51,,,
thya,b2827,[f],30.479,264,glucose_minimal,148.1268445,0.51,,,
ptsp,b2829,[t],83.715,748,glucose_minimal,,0.51,,,
tas,b2834,[c],38.499,346,glucose_minimal,154.2586736,0.51,,,
lysa,b2838,[e],46.177,420,glucose_minimal,,0.51,,,
kdud,b2842,[iqr],27.07,253,glucose_minimal,,0.51,,,
yqef,b2844,[i],41.018,393,glucose_minimal,,0.51,,,
lyss,b2890,[j],57.603,505,glucose_minimal,3435.1839,0.51,,,
prfb,b2891,[j],41.25,365,glucose_minimal,1281.412681,0.51,,,
dsbc,b2893,[o],25.621,236,glucose_minimal,256.9469314,0.51,,,
cptb,b2897,,10.547,88,glucose_minimal,,0.51,,,
ygfz,b2898,[r],36.094,326,glucose_minimal,1280.242734,0.51,,,
yqfb,b2900,[s],11.905,103,glucose_minimal,,0.51,,,
bgla,b2901,[g],55.36,479,glucose_minimal,247.9880421,0.51,,,
gcvp,b2903,[e],104.38,957,glucose_minimal,411.5487145,0.51,,,
gcvh,b2904,[e],13.811,129,glucose_minimal,621.8231912,0.51,,,
gcvt,b2905,[e],40.146,364,glucose_minimal,460.2417283,0.51,,,
pepp,b2908,[e],49.815,441,glucose_minimal,249.8674147,0.51,,,
ygfb,b2909,,21.229,192,glucose_minimal,,0.51,,,
zapa,b2910,[s],12.594,109,glucose_minimal,280.4042645,0.51,,,
sera,b2913,[he],44.175,410,glucose_minimal,13871.16299,0.51,,,
rpia,b2914,[g],22.86,219,glucose_minimal,1567.872417,0.51,,,
argp,b2916,[k],33.471,297,glucose_minimal,152.4187808,0.51,,,
ygge,b2922,[s],26.635,246,glucose_minimal,1299.798882,0.51,,,
mscs,b2924,[m],30.896,286,glucose_minimal,996.086956,0.51,,,
fbaa,b2925,[g],39.147,359,glucose_minimal,9315.80932,0.51,,,
pgk,b2926,[g],41.118,387,glucose_minimal,16110.23531,0.51,,,
tkta,b2935,,72.211,663,glucose_minimal,2932.00864,0.51,,,
yggg,b2936,[o],26.842,252,glucose_minimal,194.5231636,0.51,,,
speb,b2937,[e],33.557,306,glucose_minimal,250.3358088,0.51,,,
spea,b2938,[e],73.898,658,glucose_minimal,471.2074479,0.51,,,
metk,b2942,[h],41.951,384,glucose_minimal,6394.975247,0.51,,,
galp,b2943,,50.982,464,glucose_minimal,,0.51,,,
gshb,b2947,[hj],35.56,316,glucose_minimal,411.6462534,0.51,,,
yqge,b2948,,20.686,187,glucose_minimal,249.4880175,0.51,,,
yggs,b2951,[r],25.787,234,glucose_minimal,134.7089779,0.51,,,
rdgb,b2954,,21.039,197,glucose_minimal,283.280434,0.51,,,
yggn,b2958,,26.429,239,glucose_minimal,,0.51,,,
yggl,b2959,,12.88,108,glucose_minimal,1276.780385,0.51,,,
trmi,b2960,,27.307,239,glucose_minimal,159.8618456,0.51,,,
yggx,b2962,[co],10.952,91,glucose_minimal,1278.383316,0.51,,,
mltc,b2963,[m],40.112,359,glucose_minimal,,0.51,,,
spec,b2965,,79.415,711,glucose_minimal,29.30231017,0.51,,,
glcb,b2976,[c],80.488,723,glucose_minimal,725.4357218,0.51,,,
glcg,b2977,[r],13.737,134,glucose_minimal,,0.51,,,
gss,b2988,[e],70.531,619,glucose_minimal,126.8842389,0.51,,,
yghu,b2989,,32.391,288,glucose_minimal,495.870974,0.51,,,
yghZ,b3001,,38.832,346,glucose_minimal,375.5806624,0.51,,,
ygha,b3003,[iqr],31.488,294,glucose_minimal,,0.51,,,
exbd,b3005,[u],15.527,141,glucose_minimal,,0.51,,,
exbb,b3006,[u],26.287,244,glucose_minimal,295.7951878,0.51,,,
metc,b3008,[e],43.212,395,glucose_minimal,523.5571577,0.51,,,
yqhd,b3011,[c],42.097,387,glucose_minimal,421.6738537,0.51,,,
dkga,b3012,,31.109,275,glucose_minimal,211.7744984,0.51,,,
plsc,b3018,[i],27.453,245,glucose_minimal,,0.51,,,
parc,b3019,[l],83.83,752,glucose_minimal,68.47301305,0.51,,,
ygiw,b3024,[s],14.011,130,glucose_minimal,,0.51,,,
mdab,b3028,[r],21.891,193,glucose_minimal,631.3258213,0.51,,,
ygin,b3029,[s],11.532,104,glucose_minimal,837.62485,0.51,,,
pare,b3030,[l],70.243,630,glucose_minimal,31.68008838,0.51,,,
cpda,b3032,[r],30.938,275,glucose_minimal,,0.51,,,
nudf,b3034,[lr],23.667,209,glucose_minimal,,0.51,,,
tolc,b3035,[mu],53.74,493,glucose_minimal,2736.744771,0.51,,,
ygib,b3037,,23.479,223,glucose_minimal,123.071432,0.51,,,
ygic,b3038,[e],45.025,386,glucose_minimal,71.81791691,0.51,,,
ribb,b3041,,23.353,217,glucose_minimal,,0.51,,,
yqic,b3042,,11.276,96,glucose_minimal,1141.511672,0.51,,,
rfae,b3052,[m],51.05,477,glucose_minimal,604.4593236,0.51,,,
glne,b3053,[ot],108.42,946,glucose_minimal,,0.51,,,
ygif,b3054,[s],48.388,433,glucose_minimal,90.25719012,0.51,,,
ygim,b3055,,23.076,206,glucose_minimal,,0.51,,,
folb,b3058,[h],13.619,122,glucose_minimal,,0.51,,,
ygjd,b3064,[o],36.008,337,glucose_minimal,48.76104455,0.51,,,
rpsu,b3065,[j],8.4999,71,glucose_minimal,13888.82309,0.51,,,
rpod,b3067,[k],70.263,613,glucose_minimal,537.1533711,0.51,,,
mug,b3068,,18.673,168,glucose_minimal,174.9862562,0.51,,,
yqjh,b3070,[p],28.871,254,glucose_minimal,,0.51,,,
yqji,b3071,[k],23.401,207,glucose_minimal,,0.51,,,
aer,b3072,[t],55.065,506,glucose_minimal,,0.51,,,
pata,b3073,,49.661,459,glucose_minimal,,0.51,,,
fadh,b3081,[c],72.677,672,glucose_minimal,,0.51,,,
ygjr,b3087,[r],36.214,328,glucose_minimal,,0.51,,,
sstt,b3089,[e],43.477,414,glucose_minimal,,0.51,,,
uxac,b3092,[g],53.987,470,glucose_minimal,,0.51,,,
yqjd,b3098,[s],11.051,101,glucose_minimal,8398.765877,0.51,,,
yqje,b3099,[s],15.147,134,glucose_minimal,,0.51,,,
yqjk,b3100,,11.811,99,glucose_minimal,,0.51,,,
tdcf,b3113,,14.007,129,glucose_minimal,,0.51,,,
agar,b3131,[kg],29.572,269,glucose_minimal,,0.51,,,
rsmi,b3146,,31.348,286,glucose_minimal,89.78642434,0.51,,,
lpoa,b3147,,72.824,678,glucose_minimal,330.6986092,0.51,,,
diaa,b3149,,21.106,196,glucose_minimal,75.85097958,0.51,,,
yrap,b3150,[r],20.028,191,glucose_minimal,528.6285693,0.51,,,
yhbs,b3156,[r],18.534,167,glucose_minimal,,0.51,,,
dead,b3162,[lkj],70.545,629,glucose_minimal,331.2172242,0.51,,,
nlpi,b3163,[r],33.62,294,glucose_minimal,,0.51,,,
pnp,b3164,,77.1,711,glucose_minimal,3119.965429,0.51,,,
rpso,b3165,[j],10.269,89,glucose_minimal,18861.92391,0.51,,,
trub,b3166,[j],35.087,314,glucose_minimal,,0.51,,,
rbfa,b3167,[j],15.154,133,glucose_minimal,1466.895823,0.51,,,
infb,b3168,[j],97.349,890,glucose_minimal,2269.774342,0.51,,,
nusa,b3169,[k],54.87,495,glucose_minimal,2278.341522,0.51,,,
argg,b3172,[e],49.898,447,glucose_minimal,7853.85064,0.51,,,
secg,b3175,[u],11.365,110,glucose_minimal,1026.778468,0.51,,,
glmm,b3176,[g],47.543,445,glucose_minimal,911.8753362,0.51,,,
folp,b3177,,30.615,282,glucose_minimal,116.8478407,0.51,,,
ftsh,b3178,[o],70.707,644,glucose_minimal,1246.648211,0.51,,,
rlme,b3179,,23.335,209,glucose_minimal,,0.51,,,
yhby,b3180,[j],10.784,97,glucose_minimal,1359.841562,0.51,,,
grea,b3181,,17.641,158,glucose_minimal,2076.697907,0.51,,,
obge,b3183,[r],43.285,390,glucose_minimal,277.2932564,0.51,,,
rpma,b3185,[j],9.1244,85,glucose_minimal,6579.463449,0.51,,,
rplu,b3186,[j],11.564,103,glucose_minimal,23251.73628,0.51,,,
ispb,b3187,[h],35.217,323,glucose_minimal,,0.51,,,
mura,b3189,[m],44.817,419,glucose_minimal,377.0341362,0.51,,,
mlab,b3191,,10.68,97,glucose_minimal,,0.51,,,
mlac,b3192,,23.962,211,glucose_minimal,721.138369,0.51,,,
mlad,b3193,,19.576,183,glucose_minimal,452.4561841,0.51,,,
mlaf,b3195,,29.096,269,glucose_minimal,,0.51,,,
kdsd,b3197,[m],35.196,328,glucose_minimal,191.5335368,0.51,,,
kdsc,b3198,[r],19.997,188,glucose_minimal,199.552386,0.51,,,
lptc,b3199,,21.702,191,glucose_minimal,,0.51,,,
lpta,b3200,,20.127,185,glucose_minimal,130.1427941,0.51,,,
lptb,b3201,,26.8,241,glucose_minimal,352.7189089,0.51,,,
rpon,b3202,[k],53.989,477,glucose_minimal,,0.51,,,
hpf,b3203,,10.75,95,glucose_minimal,770.2459824,0.51,,,
ptsn,b3204,[gt],17.959,163,glucose_minimal,274.9576611,0.51,,,
yhbj,b3205,[r],32.492,284,glucose_minimal,,0.51,,,
elbb,b3209,[q],22.981,217,glucose_minimal,1104.518906,0.51,,,
arcb,b3210,[t],87.982,778,glucose_minimal,21.84430573,0.51,,,
gltb,b3212,[e],163.3,1486,glucose_minimal,1732.62301,0.51,,,
gltd,b3213,[er],52.015,472,glucose_minimal,1941.976919,0.51,,,
nana,b3225,[em],32.593,297,glucose_minimal,,0.51,,,
sspb,b3228,[r],18.262,165,glucose_minimal,,0.51,,,
sspa,b3229,[o],24.305,212,glucose_minimal,2129.62205,0.51,,,
rpsi,b3230,[j],14.856,130,glucose_minimal,27292.72967,0.51,,,
rplm,b3231,[j],16.018,142,glucose_minimal,21042.54103,0.51,,,
yhcm,b3232,[r],43.063,375,glucose_minimal,,0.51,,,
yhcb,b3233,[s],14.961,132,glucose_minimal,3447.797998,0.51,,,
degq,b3234,[o],47.204,455,glucose_minimal,340.5896424,0.51,,,
degs,b3235,[o],37.581,355,glucose_minimal,,0.51,,,
mdh,b3236,[c],32.337,312,glucose_minimal,56987.97134,0.51,,,
argr,b3237,[k],16.994,156,glucose_minimal,230.6185886,0.51,,,
tldd,b3244,[r],51.363,481,glucose_minimal,55.09859717,0.51,,,
rng,b3247,[j],55.364,489,glucose_minimal,21.01229207,0.51,,,
yhde,b3248,[d],21.515,197,glucose_minimal,,0.51,,,
mrec,b3250,[m],39.53,367,glucose_minimal,,0.51,,,
mreb,b3251,[d],36.952,347,glucose_minimal,2897.462659,0.51,,,
yhdh,b3253,[cr],34.723,324,glucose_minimal,281.9943874,0.51,,,
accb,b3255,[i],16.687,156,glucose_minimal,1210.945969,0.51,,,
accc,b3256,[i],49.32,449,glucose_minimal,1303.4014,0.51,,,
prma,b3259,[j],31.877,293,glucose_minimal,,0.51,,,
fis,b3261,[kl],11.24,98,glucose_minimal,1550.520651,0.51,,,
yrda,b3279,,20.245,184,glucose_minimal,,0.51,,,
aroe,b3281,[e],29.413,272,glucose_minimal,,0.51,,,
rimn,b3282,,20.767,190,glucose_minimal,117.7128846,0.51,,,
def,b3287,[j],19.328,169,glucose_minimal,272.8333246,0.51,,,
fmt,b3288,[j],34.168,315,glucose_minimal,314.7746132,0.51,,,
mscl,b3291,[m],14.957,136,glucose_minimal,760.5493075,0.51,,,
rplq,b3294,[j],14.364,127,glucose_minimal,20255.37599,0.51,,,
rpoa,b3295,[k],36.511,329,glucose_minimal,10689.62014,0.51,,,
rpsd,b3296,[j],23.469,206,glucose_minimal,34989.55963,0.51,,,
rpsk,b3297,[j],13.845,129,glucose_minimal,10806.45279,0.51,,,
rpsm,b3298,[j],13.099,118,glucose_minimal,26127.29492,0.51,,,
rpmj,b3299,[j],4.3643,38,glucose_minimal,,0.51,,,
secy,b3300,[u],48.511,443,glucose_minimal,355.9428833,0.51,,,
rplo,b3301,[j],14.98,144,glucose_minimal,21907.46,0.51,,,
rpmd,b3302,[j],6.5417,59,glucose_minimal,18454.37714,0.51,,,
rpse,b3303,[j],17.603,167,glucose_minimal,33962.04555,0.51,,,
rplr,b3304,[j],12.769,117,glucose_minimal,14864.05477,0.51,,,
rplf,b3305,[j],18.904,177,glucose_minimal,29537.65841,0.51,,,
rpsh,b3306,[j],14.126,130,glucose_minimal,19599.07667,0.51,,,
rpsn,b3307,[j],11.58,101,glucose_minimal,9217.764903,0.51,,,
rple,b3308,[j],20.301,179,glucose_minimal,32129.24027,0.51,,,
rplx,b3309,[j],11.316,104,glucose_minimal,22373.56748,0.51,,,
rpln,b3310,[j],13.541,123,glucose_minimal,14140.41832,0.51,,,
rpsq,b3311,[j],9.7043,84,glucose_minimal,14851.11049,0.51,,,
rpmc,b3312,[j],7.2734,63,glucose_minimal,26672.81685,0.51,,,
rplp,b3313,[j],15.281,136,glucose_minimal,14631.64681,0.51,,,
rpsc,b3314,[j],25.983,233,glucose_minimal,27005.40124,0.51,,,
rplv,b3315,[j],12.226,110,glucose_minimal,32104.73924,0.51,,,
rpss,b3316,[j],10.43,92,glucose_minimal,15248.69174,0.51,,,
rplb,b3317,[j],29.86,273,glucose_minimal,19313.61123,0.51,,,
rplw,b3318,[j],11.199,100,glucose_minimal,4352.014682,0.51,,,
rpld,b3319,[j],22.086,201,glucose_minimal,24048.90847,0.51,,,
rplc,b3320,[j],22.243,209,glucose_minimal,20153.40333,0.51,,,
rpsj,b3321,[j],11.735,103,glucose_minimal,32135.82334,0.51,,,
gsph,b3329,[nu],18.565,169,glucose_minimal,,0.51,,,
bfr,b3336,[p],18.495,158,glucose_minimal,2504.900978,0.51,,,
tufa,b3339,[j],43.283,394,glucose_minimal,111841.8096,0.51,,,
fusa,b3340,[j],77.58,704,glucose_minimal,20297.23063,0.51,,,
rpsg,b3341,[j],20.019,179,glucose_minimal,36342.00863,0.51,,,
rpsl,b3342,[j],13.737,124,glucose_minimal,9606.797705,0.51,,,
yheo,b3346,,26.82,240,glucose_minimal,190.6301682,0.51,,,
fkpa,b3347,[o],28.882,270,glucose_minimal,2384.116525,0.51,,,
slyd,b3349,[o],20.853,196,glucose_minimal,763.7316374,0.51,,,
yhes,b3352,[r],71.843,637,glucose_minimal,39.76606886,0.51,,,
yhfa,b3356,[o],14.517,134,glucose_minimal,189.4365629,0.51,,,
crp,b3357,[t],23.64,210,glucose_minimal,5718.18899,0.51,,,
argd,b3359,[e],43.766,406,glucose_minimal,1490.516265,0.51,,,
ppia,b3363,[o],20.431,190,glucose_minimal,533.6364268,0.51,,,
yhfw,b3380,[g],44.559,408,glucose_minimal,,0.51,,,
trps,b3384,[j],37.437,334,glucose_minimal,1517.353495,0.51,,,
gph,b3385,[r],27.389,252,glucose_minimal,151.5891944,0.51,,,
rpe,b3386,[g],24.554,225,glucose_minimal,533.8560043,0.51,,,
damx,b3388,[s],46.161,428,glucose_minimal,297.2003503,0.51,,,
arob,b3389,[e],38.881,362,glucose_minimal,319.7330051,0.51,,,
arok,b3390,,19.538,173,glucose_minimal,588.6008599,0.51,,,
mrca,b3396,[m],93.635,850,glucose_minimal,25.55542816,0.51,,,
nude,b3397,[lr],21.153,186,glucose_minimal,96.71170086,0.51,,,
yrff,b3398,,79.489,711,glucose_minimal,,0.51,,,
hslo,b3401,[o],32.534,292,glucose_minimal,275.3935154,0.51,,,
pck,b3403,[c],59.643,540,glucose_minimal,2655.985765,0.51,,,
ompr,b3405,[tk],27.353,239,glucose_minimal,742.9305813,0.51,,,
yhgf,b3407,,85.119,773,glucose_minimal,319.7623393,0.51,,,
feob,b3409,[p],84.473,773,glucose_minimal,,0.51,,,
nfua,b3414,,20.997,191,glucose_minimal,2121.137898,0.51,,,
malq,b3416,[g],78.503,694,glucose_minimal,,0.51,,,
malp,b3417,,90.521,797,glucose_minimal,584.890685,0.51,,,
malt,b3418,[k],103.12,901,glucose_minimal,56.95115079,0.51,,,
glpr,b3423,[kg],28.048,252,glucose_minimal,,0.51,,,
glgp,b3428,[g],93.171,815,glucose_minimal,75.21100269,0.51,,,
glga,b3429,[g],52.822,477,glucose_minimal,243.5198711,0.51,,,
glgc,b3430,[g],48.697,431,glucose_minimal,171.3429517,0.51,,,
glgx,b3431,[g],73.576,657,glucose_minimal,,0.51,,,
glgb,b3432,[g],84.336,728,glucose_minimal,29.08981734,0.51,,,
asd,b3433,[e],40.017,367,glucose_minimal,7570.555237,0.51,,,
gntr,b3438,,36.422,331,glucose_minimal,,0.51,,,
yhhw,b3439,[r],26.279,231,glucose_minimal,,0.51,,,
yhhx,b3440,[r],38.765,345,glucose_minimal,181.5480846,0.51,,,
ggt,b3447,[e],61.767,580,glucose_minimal,,0.51,,,
yhha,b3448,,16.624,146,glucose_minimal,,0.51,,,
ugpq,b3449,[c],27.409,247,glucose_minimal,,0.51,,,
ugpc,b3450,[g],39.523,356,glucose_minimal,,0.51,,,
ugpb,b3453,[g],48.448,438,glucose_minimal,142.0706022,0.51,,,
livf,b3454,,26.31,237,glucose_minimal,210.3531048,0.51,,,
livg,b3455,[e],28.427,255,glucose_minimal,299.6106633,0.51,,,
livm,b3456,[e],46.269,425,glucose_minimal,,0.51,,,
livk,b3458,[e],39.378,369,glucose_minimal,1405.94416,0.51,,,
livj,b3460,,39.076,367,glucose_minimal,11100.91055,0.51,,,
ftsx,b3462,[d],38.543,352,glucose_minimal,50.65480476,0.51,,,
ftse,b3463,[d],24.439,222,glucose_minimal,578.1760549,0.51,,,
ftsy,b3464,[u],54.513,497,glucose_minimal,323.2124221,0.51,,,
znta,b3469,[p],76.839,732,glucose_minimal,487.3591759,0.51,,,
dcrb,b3472,,19.787,185,glucose_minimal,1653.795511,0.51,,,
nikr,b3481,[k],15.094,133,glucose_minimal,,0.51,,,
rbba,b3486,[v],100.78,911,glucose_minimal,,0.51,,,
yhii,b3487,[m],38.828,355,glucose_minimal,302.3835803,0.51,,,
pita,b3493,[p],53.388,499,glucose_minimal,116.7170317,0.51,,,
uspa,b3495,[t],16.066,144,glucose_minimal,16916.31176,0.51,,,
prlc,b3498,[e],77.166,680,glucose_minimal,486.2966064,0.51,,,
yhir,b3499,[r],31.941,280,glucose_minimal,,0.51,,,
gor,b3500,[c],48.772,450,glucose_minimal,366.6467018,0.51,,,
slp,b3506,,20.964,188,glucose_minimal,703.4725816,0.51,,,
hdeb,b3509,,12.043,108,glucose_minimal,,0.51,,,
hdea,b3510,,11.857,110,glucose_minimal,967.3154876,0.51,,,
gada,b3517,[e],52.685,466,glucose_minimal,,0.51,,,
yhje,b3523,[gepr],47.207,440,glucose_minimal,62.71586647,0.51,,,
kdgk,b3526,[g],33.962,309,glucose_minimal,,0.51,,,
dcta,b3528,[c],45.436,428,glucose_minimal,,0.51,,,
bcsc,b3530,,127.72,1157,glucose_minimal,174.3545235,0.51,,,
dppf,b3540,[e],37.56,334,glucose_minimal,493.3764402,0.51,,,
dppd,b3541,[ep],35.844,327,glucose_minimal,407.5427696,0.51,,,
dppc,b3542,[ep],32.308,300,glucose_minimal,,0.51,,,
dppb,b3543,[ep],37.497,339,glucose_minimal,35.62414931,0.51,,,
dppa,b3544,[e],60.293,535,glucose_minimal,6272.574886,0.51,,,
ghrb,b3553,,35.395,324,glucose_minimal,480.1380897,0.51,,,
yiaf,b3554,,25.663,236,glucose_minimal,544.3610812,0.51,,,
cspa,b3556,[k],7.4032,70,glucose_minimal,712.3634128,0.51,,,
glys,b3559,[j],76.812,689,glucose_minimal,2047.125044,0.51,,,
glyq,b3560,[j],34.774,303,glucose_minimal,1190.743005,0.51,,,
xylf,b3566,[g],35.734,330,glucose_minimal,,0.51,,,
avta,b3572,,46.711,417,glucose_minimal,85.58017375,0.51,,,
aldb,b3588,,56.306,512,glucose_minimal,,0.51,,,
selb,b3590,[j],68.867,614,glucose_minimal,53.73721624,0.51,,,
sela,b3591,[e],50.607,463,glucose_minimal,,0.51,,,
yibf,b3592,[o],22.545,202,glucose_minimal,189.9835306,0.51,,,
mtla,b3599,[g],67.971,637,glucose_minimal,374.7976889,0.51,,,
mtld,b3600,[g],41.139,382,glucose_minimal,257.5269454,0.51,,,
yibl,b3602,,13.696,120,glucose_minimal,511.6558452,0.51,,,
lldd,b3605,[c],42.728,396,glucose_minimal,68.54384564,0.51,,,
cyse,b3607,[e],29.316,273,glucose_minimal,186.3116274,0.51,,,
gpsa,b3608,[c],36.361,339,glucose_minimal,277.8581431,0.51,,,
secb,b3609,[u],17.277,155,glucose_minimal,4770.113781,0.51,,,
grxc,b3610,[o],9.1374,83,glucose_minimal,1577.009391,0.51,,,
yibn,b3611,[p],15.596,143,glucose_minimal,2477.105083,0.51,,,
gpmm,b3612,,56.193,514,glucose_minimal,853.6001392,0.51,,,
envc,b3613,,46.594,419,glucose_minimal,,0.51,,,
tdh,b3616,[er],37.239,341,glucose_minimal,,0.51,,,
kbl,b3617,[h],43.117,398,glucose_minimal,,0.51,,,
rfad,b3619,[mg],34.893,310,glucose_minimal,1936.538902,0.51,,,
rfaf,b3620,[m],39.042,348,glucose_minimal,,0.51,,,
waau,b3623,,41.729,357,glucose_minimal,,0.51,,,
rpmg,b3636,[j],6.3715,55,glucose_minimal,8468.868634,0.51,,,
rpmb,b3637,[j],9.0064,78,glucose_minimal,19561.10513,0.51,,,
dfp,b3639,,43.438,406,glucose_minimal,113.6475905,0.51,,,
dut,b3640,[f],16.155,151,glucose_minimal,261.598353,0.51,,,
yicc,b3644,[s],33.175,287,glucose_minimal,448.6578071,0.51,,,
gmk,b3648,[f],23.592,207,glucose_minimal,163.4075447,0.51,,,
rpoz,b3649,[k],10.236,91,glucose_minimal,3726.957942,0.51,,,
spot,b3650,[tk],79.342,702,glucose_minimal,,0.51,,,
yich,b3655,,62.272,569,glucose_minimal,17.14195122,0.51,,,
nlpa,b3661,[p],29.423,272,glucose_minimal,1926.489267,0.51,,,
ilvn,b3670,[e],11.106,96,glucose_minimal,2113.661426,0.51,,,
ilvb,b3671,[eh],60.44,562,glucose_minimal,3199.938838,0.51,,,
ibpa,b3687,[o],15.774,137,glucose_minimal,,0.51,,,
yida,b3697,[r],29.721,270,glucose_minimal,171.8551107,0.51,,,
yidb,b3698,,13.786,132,glucose_minimal,128.3457285,0.51,,,
gyrb,b3699,,89.949,804,glucose_minimal,749.8038673,0.51,,,
dnan,b3701,[l],40.586,366,glucose_minimal,204.9777414,0.51,,,
dnaa,b3702,[l],52.55,467,glucose_minimal,,0.51,,,
rpmh,b3703,[j],5.3803,46,glucose_minimal,7628.80822,0.51,,,
rnpa,b3704,[j],13.789,119,glucose_minimal,,0.51,,,
yidc,b3705,[u],61.525,548,glucose_minimal,616.2931223,0.51,,,
mnme,b3706,,49.23,454,glucose_minimal,,0.51,,,
tnaa,b3708,,52.773,471,glucose_minimal,,0.51,,,
tnab,b3709,[e],45.21,415,glucose_minimal,,0.51,,,
yief,b3713,[r],20.375,188,glucose_minimal,236.2834419,0.51,,,
purp,b3714,,46.865,445,glucose_minimal,141.5937803,0.51,,,
phou,b3724,[p],27.417,241,glucose_minimal,73.6895107,0.51,,,
pstb,b3725,[p],29.027,257,glucose_minimal,87.55562564,0.51,,,
psts,b3728,[p],37.023,346,glucose_minimal,318.0875596,0.51,,,
glms,b3729,[m],66.894,609,glucose_minimal,1263.052305,0.51,,,
glmu,b3730,[m],49.19,456,glucose_minimal,176.9770958,0.51,,,
atpc,b3731,[c],15.068,139,glucose_minimal,2152.134892,0.51,,,
atpd,b3732,[c],50.325,460,glucose_minimal,18657.23713,0.51,,,
atpg,b3733,[c],31.577,287,glucose_minimal,5344.866724,0.51,,,
atpa,b3734,[c],55.221,513,glucose_minimal,17881.44961,0.51,,,
atph,b3735,[c],19.332,177,glucose_minimal,4251.794807,0.51,,,
atpf,b3736,[c],17.264,156,glucose_minimal,7736.010942,0.51,,,
atpe,b3737,[c],8.256,79,glucose_minimal,4209.723146,0.51,,,
atpb,b3738,[c],30.303,271,glucose_minimal,585.860739,0.51,,,
rsmg,b3740,,23.431,207,glucose_minimal,139.0639117,0.51,,,
mnmg,b3741,,69.52,629,glucose_minimal,37.25508194,0.51,,,
mioc,b3742,[c],15.807,147,glucose_minimal,,0.51,,,
asna,b3744,[e],36.65,330,glucose_minimal,506.081059,0.51,,,
rbsd,b3748,[g],15.292,139,glucose_minimal,313.0368526,0.51,,,
rbsb,b3751,[g],30.95,296,glucose_minimal,3004.678056,0.51,,,
rbsk,b3752,[g],32.29,309,glucose_minimal,,0.51,,,
yiep,b3755,,26.076,230,glucose_minimal,130.7148049,0.51,,,
yife,b3764,[s],13.133,112,glucose_minimal,4585.922331,0.51,,,
ilve,b3770,,34.093,309,glucose_minimal,2121.670391,0.51,,,
ilvd,b3771,,65.531,616,glucose_minimal,345.1212426,0.51,,,
ilva,b3772,[e],56.195,514,glucose_minimal,136.8439137,0.51,,,
ilvc,b3774,[eh],54.068,491,glucose_minimal,23839.64138,0.51,,,
ppic,b3775,[o],10.232,93,glucose_minimal,767.1298376,0.51,,,
rhlb,b3780,[lkj],47.125,421,glucose_minimal,391.228785,0.51,,,
trxa,b3781,[oc],11.806,109,glucose_minimal,8125.419388,0.51,,,
rho,b3783,[k],47.004,419,glucose_minimal,3575.850934,0.51,,,
wzze,b3785,[m],39.489,348,glucose_minimal,141.4483286,0.51,,,
rffe,b3786,,42.244,376,glucose_minimal,,0.51,,,
rffa,b3791,[m],41.901,376,glucose_minimal,31.9472907,0.51,,,
hemy,b3802,[h],45.244,398,glucose_minimal,429.2108263,0.51,,,
hemx,b3803,[h],42.962,393,glucose_minimal,329.0131658,0.51,,,
cyay,b3807,[p],12.231,106,glucose_minimal,,0.51,,,
dapf,b3809,[e],30.208,274,glucose_minimal,,0.51,,,
yigb,b3812,[r],27.122,238,glucose_minimal,63.48380786,0.51,,,
uvrd,b3813,[l],81.989,720,glucose_minimal,,0.51,,,
cora,b3816,[p],36.589,316,glucose_minimal,111.7517898,0.51,,,
yigi,b3820,,17.163,155,glucose_minimal,254.8180182,0.51,,,
plda,b3821,[m],33.163,289,glucose_minimal,,0.51,,,
yigl,b3826,,29.707,266,glucose_minimal,,0.51,,,
mete,b3829,[e],84.672,753,glucose_minimal,38367.76172,0.51,,,
