gene,bnumber,COG class,molecular_weight_kDa,sequence_length,condition,copy_number_molecule-per-fL,growth_rate_hr-1,,,,,,,,,,
emra,b2685,[v],42.736,390,rich,89.7738193,0.73,,,,,,,,,,
luxs,b2687,[t],19.416,171,rich,2657.96568,0.73,,,,,,,,,,
gsha,b2688,[h],58.269,518,rich,80.24993053,0.73,,,,,,,,,,
yqab,b2690,[r],20.78,188,rich,,0.73,,,,,,,,,,
csra,b2696,[t],6.8558,61,rich,2657.304538,0.73,,,,,,,,,,
alas,b2697,[j],96.031,876,rich,1399.772116,0.73,,,,,,,,,,
reca,b2699,[l],37.973,353,rich,1765.619379,0.73,,,,,,,,,,
ygad,b2700,[r],17.582,165,rich,127.212791,0.73,,,,,,,,,,
gutq,b2708,[m],34.031,321,rich,,0.73,,,,,,,,,,
rpos,b2741,[k],37.971,330,rich,43.27737827,0.73,,,,,,,,,,
nlpd,b2742,[m],40.149,379,rich,68.20297268,0.73,,,,,,,,,,
pcm,b2743,,23.257,208,rich,,0.73,,,,,,,,,,
trud,b2745,[s],39.091,349,rich,54.31665592,0.73,,,,,,,,,,
ispf,b2746,[i],16.897,159,rich,901.5418067,0.73,,,,,,,,,,
cysc,b2750,[p],22.321,201,rich,164.6289294,0.73,,,,,,,,,,
cysn,b2751,[p],52.558,475,rich,691.5269447,0.73,,,,,,,,,,
cysd,b2752,[eh],35.188,302,rich,777.7690238,0.73,,,,,,,,,,
cysh,b2762,[eh],27.975,244,rich,396.8510738,0.73,,,,,,,,,,
cysi,b2763,[p],63.997,570,rich,1014.867069,0.73,,,,,,,,,,
cysj,b2764,[p],66.269,599,rich,1243.600643,0.73,,,,,,,,,,
qued,b2765,,13.773,121,rich,,0.73,,,,,,,,,,
quee,b2777,,25.029,223,rich,,0.73,,,,,,,,,,
eno,b2779,[g],45.654,432,rich,20631.21528,0.73,,,,,,,,,,
pyrg,b2780,[f],60.373,545,rich,1556.015611,0.73,,,,,,,,,,
rela,b2784,[tk],83.875,744,rich,33.48385609,0.73,,,,,,,,,,
rlmd,b2785,,48.052,433,rich,,0.73,,,,,,,,,,
yqca,b2790,[c],16.274,149,rich,,0.73,,,,,,,,,,
quef,b2794,,32.587,282,rich,115.204887,0.73,,,,,,,,,,
ygdh,b2795,[r],50.971,454,rich,54.32437919,0.73,,,,,,,,,,
sdac,b2796,[e],46.906,429,rich,,0.73,,,,,,,,,,
sdab,b2797,,48.752,455,rich,,0.73,,,,,,,,,,
fuco,b2799,[c],40.513,382,rich,,0.73,,,,,,,,,,
fucu,b2804,[g],15.473,140,rich,210.309129,0.73,,,,,,,,,,
ygdi,b2809,,8.1741,75,rich,440.8435151,0.73,,,,,,,,,,
csde,b2811,,15.94,147,rich,56.07590098,0.73,,,,,,,,,,
mlta,b2813,[m],40.41,365,rich,,0.73,,,,,,,,,,
amic,b2817,,45.634,417,rich,,0.73,,,,,,,,,,
arga,b2818,[e],49.195,443,rich,21.81067384,0.73,,,,,,,,,,
ptra,b2821,,107.71,962,rich,,0.73,,,,,,,,,,
thya,b2827,[f],30.479,264,rich,147.2685198,0.73,,,,,,,,,,
ptsp,b2829,[t],83.715,748,rich,57.36079388,0.73,,,,,,,,,,
tas,b2834,[c],38.499,346,rich,103.1654786,0.73,,,,,,,,,,
lysa,b2838,[e],46.177,420,rich,,0.73,,,,,,,,,,
kdud,b2842,[iqr],27.07,253,rich,,0.73,,,,,,,,,,
yqef,b2844,[i],41.018,393,rich,,0.73,,,,,,,,,,
lyss,b2890,[j],57.603,505,rich,3754.906553,0.73,,,,,,,,,,
prfb,b2891,[j],41.25,365,rich,1409.099402,0.73,,,,,,,,,,
dsbc,b2893,[o],25.621,236,rich,281.7299637,0.73,,,,,,,,,,
cptb,b2897,,10.547,88,rich,,0.73,,,,,,,,,,
ygfz,b2898,[r],36.094,326,rich,1011.735437,0.73,,,,,,,,,,
yqfb,b2900,[s],11.905,103,rich,189.4254425,0.73,,,,,,,,,,
bgla,b2901,[g],55.36,479,rich,215.6084666,0.73,,,,,,,,,,
gcvp,b2903,[e],104.38,957,rich,1277.333587,0.73,,,,,,,,,,
gcvh,b2904,[e],13.811,129,rich,1939.284908,0.73,,,,,,,,,,
gcvt,b2905,[e],40.146,364,rich,1559.49493,0.73,,,,,,,,,,
pepp,b2908,[e],49.815,441,rich,211.2438186,0.73,,,,,,,,,,
ygfb,b2909,,21.229,192,rich,112.2700321,0.73,,,,,,,,,,
zapa,b2910,[s],12.594,109,rich,158.6860125,0.73,,,,,,,,,,
sera,b2913,[he],44.175,410,rich,7173.027329,0.73,,,,,,,,,,
rpia,b2914,[g],22.86,219,rich,1357.869099,0.73,,,,,,,,,,
argp,b2916,[k],33.471,297,rich,96.14514955,0.73,,,,,,,,,,
ygge,b2922,[s],26.635,246,rich,954.2781669,0.73,,,,,,,,,,
mscs,b2924,[m],30.896,286,rich,470.24447,0.73,,,,,,,,,,
fbaa,b2925,[g],39.147,359,rich,8768.043301,0.73,,,,,,,,,,
pgk,b2926,[g],41.118,387,rich,14245.61333,0.73,,,,,,,,,,
tkta,b2935,,72.211,663,rich,3743.664936,0.73,,,,,,,,,,
yggg,b2936,[o],26.842,252,rich,165.283576,0.73,,,,,,,,,,
speb,b2937,[e],33.557,306,rich,350.6317235,0.73,,,,,,,,,,
spea,b2938,[e],73.898,658,rich,846.8895383,0.73,,,,,,,,,,
metk,b2942,[h],41.951,384,rich,5534.400046,0.73,,,,,,,,,,
galp,b2943,,50.982,464,rich,23.416346,0.73,,,,,,,,,,
gshb,b2947,[hj],35.56,316,rich,330.0359233,0.73,,,,,,,,,,
yqge,b2948,,20.686,187,rich,231.7624929,0.73,,,,,,,,,,
yggs,b2951,[r],25.787,234,rich,145.4691899,0.73,,,,,,,,,,
rdgb,b2954,,21.039,197,rich,338.1484927,0.73,,,,,,,,,,
yggn,b2958,,26.429,239,rich,,0.73,,,,,,,,,,
yggl,b2959,,12.88,108,rich,1115.762511,0.73,,,,,,,,,,
trmi,b2960,,27.307,239,rich,182.5793081,0.73,,,,,,,,,,
yggx,b2962,[co],10.952,91,rich,1122.357825,0.73,,,,,,,,,,
mltc,b2963,[m],40.112,359,rich,10.65698667,0.73,,,,,,,,,,
spec,b2965,,79.415,711,rich,28.88870207,0.73,,,,,,,,,,
glcb,b2976,[c],80.488,723,rich,859.5241436,0.73,,,,,,,,,,
glcg,b2977,[r],13.737,134,rich,532.1593987,0.73,,,,,,,,,,
gss,b2988,[e],70.531,619,rich,71.78713178,0.73,,,,,,,,,,
yghu,b2989,,32.391,288,rich,280.1423812,0.73,,,,,,,,,,
yghZ,b3001,,38.832,346,rich,,0.73,,,,,,,,,,
ygha,b3003,[iqr],31.488,294,rich,,0.73,,,,,,,,,,
exbd,b3005,[u],15.527,141,rich,,0.73,,,,,,,,,,
exbb,b3006,[u],26.287,244,rich,253.3539497,0.73,,,,,,,,,,
metc,b3008,[e],43.212,395,rich,289.0537162,0.73,,,,,,,,,,
yqhd,b3011,[c],42.097,387,rich,205.4830952,0.73,,,,,,,,,,
dkga,b3012,,31.109,275,rich,72.11520399,0.73,,,,,,,,,,
plsc,b3018,[i],27.453,245,rich,,0.73,,,,,,,,,,
parc,b3019,[l],83.83,752,rich,85.00268168,0.73,,,,,,,,,,
ygiw,b3024,[s],14.011,130,rich,,0.73,,,,,,,,,,
mdab,b3028,[r],21.891,193,rich,540.3013183,0.73,,,,,,,,,,
ygin,b3029,[s],11.532,104,rich,647.3637948,0.73,,,,,,,,,,
pare,b3030,[l],70.243,630,rich,33.20018057,0.73,,,,,,,,,,
cpda,b3032,[r],30.938,275,rich,,0.73,,,,,,,,,,
nudf,b3034,[lr],23.667,209,rich,95.47210768,0.73,,,,,,,,,,
tolc,b3035,[mu],53.74,493,rich,2545.587253,0.73,,,,,,,,,,
ygib,b3037,,23.479,223,rich,140.3181203,0.73,,,,,,,,,,
ygic,b3038,[e],45.025,386,rich,66.45629521,0.73,,,,,,,,,,
ribb,b3041,,23.353,217,rich,,0.73,,,,,,,,,,
yqic,b3042,,11.276,96,rich,906.9740938,0.73,,,,,,,,,,
rfae,b3052,[m],51.05,477,rich,613.1513652,0.73,,,,,,,,,,
glne,b3053,[ot],108.42,946,rich,,0.73,,,,,,,,,,
ygif,b3054,[s],48.388,433,rich,61.06653166,0.73,,,,,,,,,,
ygim,b3055,,23.076,206,rich,73.80867443,0.73,,,,,,,,,,
folb,b3058,[h],13.619,122,rich,,0.73,,,,,,,,,,
ygjd,b3064,[o],36.008,337,rich,60.10766672,0.73,,,,,,,,,,
rpsu,b3065,[j],8.4999,71,rich,16874.78906,0.73,,,,,,,,,,
rpod,b3067,[k],70.263,613,rich,574.851796,0.73,,,,,,,,,,
mug,b3068,,18.673,168,rich,,0.73,,,,,,,,,,
yqjh,b3070,[p],28.871,254,rich,67.40609045,0.73,,,,,,,,,,
yqji,b3071,[k],23.401,207,rich,,0.73,,,,,,,,,,
aer,b3072,[t],55.065,506,rich,,0.73,,,,,,,,,,
pata,b3073,,49.661,459,rich,,0.73,,,,,,,,,,
fadh,b3081,[c],72.677,672,rich,,0.73,,,,,,,,,,
ygjr,b3087,[r],36.214,328,rich,,0.73,,,,,,,,,,
sstt,b3089,[e],43.477,414,rich,,0.73,,,,,,,,,,
uxac,b3092,[g],53.987,470,rich,41.06545655,0.73,,,,,,,,,,
yqjd,b3098,[s],11.051,101,rich,3609.966132,0.73,,,,,,,,,,
yqje,b3099,[s],15.147,134,rich,,0.73,,,,,,,,,,
yqjk,b3100,,11.811,99,rich,,0.73,,,,,,,,,,
tdcf,b3113,,14.007,129,rich,,0.73,,,,,,,,,,
agar,b3131,[kg],29.572,269,rich,,0.73,,,,,,,,,,
rsmi,b3146,,31.348,286,rich,69.37916169,0.73,,,,,,,,,,
lpoa,b3147,,72.824,678,rich,273.4412843,0.73,,,,,,,,,,
diaa,b3149,,21.106,196,rich,57.41878899,0.73,,,,,,,,,,
yrap,b3150,[r],20.028,191,rich,442.1136472,0.73,,,,,,,,,,
yhbs,b3156,[r],18.534,167,rich,176.7453431,0.73,,,,,,,,,,
dead,b3162,[lkj],70.545,629,rich,557.9785379,0.73,,,,,,,,,,
nlpi,b3163,[r],33.62,294,rich,,0.73,,,,,,,,,,
pnp,b3164,,77.1,711,rich,3478.760206,0.73,,,,,,,,,,
rpso,b3165,[j],10.269,89,rich,22526.24739,0.73,,,,,,,,,,
trub,b3166,[j],35.087,314,rich,,0.73,,,,,,,,,,
rbfa,b3167,[j],15.154,133,rich,1538.555375,0.73,,,,,,,,,,
infb,b3168,[j],97.349,890,rich,2385.899684,0.73,,,,,,,,,,
nusa,b3169,[k],54.87,495,rich,2425.095171,0.73,,,,,,,,,,
argg,b3172,[e],49.898,447,rich,6199.162137,0.73,,,,,,,,,,
secg,b3175,[u],11.365,110,rich,1155.311739,0.73,,,,,,,,,,
glmm,b3176,[g],47.543,445,rich,1147.054551,0.73,,,,,,,,,,
folp,b3177,,30.615,282,rich,126.8977158,0.73,,,,,,,,,,
ftsh,b3178,[o],70.707,644,rich,1077.488526,0.73,,,,,,,,,,
rlme,b3179,,23.335,209,rich,263.9965839,0.73,,,,,,,,,,
yhby,b3180,[j],10.784,97,rich,1435.009478,0.73,,,,,,,,,,
grea,b3181,,17.641,158,rich,2600.684553,0.73,,,,,,,,,,
obge,b3183,[r],43.285,390,rich,358.1834162,0.73,,,,,,,,,,
rpma,b3185,[j],9.1244,85,rich,7803.544911,0.73,,,,,,,,,,
rplu,b3186,[j],11.564,103,rich,26107.82195,0.73,,,,,,,,,,
ispb,b3187,[h],35.217,323,rich,78.2206044,0.73,,,,,,,,,,
mura,b3189,[m],44.817,419,rich,339.8545556,0.73,,,,,,,,,,
mlab,b3191,,10.68,97,rich,,0.73,,,,,,,,,,
mlac,b3192,,23.962,211,rich,1037.309458,0.73,,,,,,,,,,
mlad,b3193,,19.576,183,rich,427.8305849,0.73,,,,,,,,,,
mlaf,b3195,,29.096,269,rich,,0.73,,,,,,,,,,
kdsd,b3197,[m],35.196,328,rich,152.2052463,0.73,,,,,,,,,,
kdsc,b3198,[r],19.997,188,rich,185.9754386,0.73,,,,,,,,,,
lptc,b3199,,21.702,191,rich,,0.73,,,,,,,,,,
lpta,b3200,,20.127,185,rich,,0.73,,,,,,,,,,
lptb,b3201,,26.8,241,rich,345.6029341,0.73,,,,,,,,,,
rpon,b3202,[k],53.989,477,rich,,0.73,,,,,,,,,,
hpf,b3203,,10.75,95,rich,495.5248977,0.73,,,,,,,,,,
ptsn,b3204,[gt],17.959,163,rich,237.5715436,0.73,,,,,,,,,,
yhbj,b3205,[r],32.492,284,rich,,0.73,,,,,,,,,,
elbb,b3209,[q],22.981,217,rich,1036.925452,0.73,,,,,,,,,,
arcb,b3210,[t],87.982,778,rich,,0.73,,,,,,,,,,
gltb,b3212,[e],163.3,1486,rich,802.3953008,0.73,,,,,,,,,,
gltd,b3213,[er],52.015,472,rich,937.0092168,0.73,,,,,,,,,,
nana,b3225,[em],32.593,297,rich,81.19643262,0.73,,,,,,,,,,
sspb,b3228,[r],18.262,165,rich,,0.73,,,,,,,,,,
sspa,b3229,[o],24.305,212,rich,2211.573046,0.73,,,,,,,,,,
rpsi,b3230,[j],14.856,130,rich,31569.60675,0.73,,,,,,,,,,
rplm,b3231,[j],16.018,142,rich,23208.18648,0.73,,,,,,,,,,
yhcm,b3232,[r],43.063,375,rich,25.32599717,0.73,,,,,,,,,,
yhcb,b3233,[s],14.961,132,rich,3008.448714,0.73,,,,,,,,,,
degq,b3234,[o],47.204,455,rich,235.6483029,0.73,,,,,,,,,,
degs,b3235,[o],37.581,355,rich,,0.73,,,,,,,,,,
mdh,b3236,[c],32.337,312,rich,73805.95268,0.73,,,,,,,,,,
argr,b3237,[k],16.994,156,rich,220.7987334,0.73,,,,,,,,,,
tldd,b3244,[r],51.363,481,rich,42.27395616,0.73,,,,,,,,,,
rng,b3247,[j],55.364,489,rich,19.69767835,0.73,,,,,,,,,,
yhde,b3248,[d],21.515,197,rich,,0.73,,,,,,,,,,
mrec,b3250,[m],39.53,367,rich,,0.73,,,,,,,,,,
mreb,b3251,[d],36.952,347,rich,2843.306956,0.73,,,,,,,,,,
yhdh,b3253,[cr],34.723,324,rich,253.6279591,0.73,,,,,,,,,,
accb,b3255,[i],16.687,156,rich,1644.897758,0.73,,,,,,,,,,
accc,b3256,[i],49.32,449,rich,1569.465327,0.73,,,,,,,,,,
prma,b3259,[j],31.877,293,rich,,0.73,,,,,,,,,,
fis,b3261,[kl],11.24,98,rich,2262.871669,0.73,,,,,,,,,,
yrda,b3279,,20.245,184,rich,166.70311,0.73,,,,,,,,,,
aroe,b3281,[e],29.413,272,rich,79.10328717,0.73,,,,,,,,,,
rimn,b3282,,20.767,190,rich,,0.73,,,,,,,,,,
def,b3287,[j],19.328,169,rich,255.153124,0.73,,,,,,,,,,
fmt,b3288,[j],34.168,315,rich,312.7400813,0.73,,,,,,,,,,
mscl,b3291,[m],14.957,136,rich,424.9170752,0.73,,,,,,,,,,
rplq,b3294,[j],14.364,127,rich,23773.87623,0.73,,,,,,,,,,
rpoa,b3295,[k],36.511,329,rich,10357.63208,0.73,,,,,,,,,,
rpsd,b3296,[j],23.469,206,rich,40010.16297,0.73,,,,,,,,,,
rpsk,b3297,[j],13.845,129,rich,12680.43874,0.73,,,,,,,,,,
rpsm,b3298,[j],13.099,118,rich,31156.16694,0.73,,,,,,,,,,
rpmj,b3299,[j],4.3643,38,rich,,0.73,,,,,,,,,,
secy,b3300,[u],48.511,443,rich,379.0790836,0.73,,,,,,,,,,
rplo,b3301,[j],14.98,144,rich,26347.4882,0.73,,,,,,,,,,
rpmd,b3302,[j],6.5417,59,rich,27704.24816,0.73,,,,,,,,,,
rpse,b3303,[j],17.603,167,rich,40298.73473,0.73,,,,,,,,,,
rplr,b3304,[j],12.769,117,rich,17816.68575,0.73,,,,,,,,,,
rplf,b3305,[j],18.904,177,rich,35522.74406,0.73,,,,,,,,,,
rpsh,b3306,[j],14.126,130,rich,23625.24429,0.73,,,,,,,,,,
rpsn,b3307,[j],11.58,101,rich,11458.65333,0.73,,,,,,,,,,
rple,b3308,[j],20.301,179,rich,37956.80942,0.73,,,,,,,,,,
rplx,b3309,[j],11.316,104,rich,26938.16592,0.73,,,,,,,,,,
rpln,b3310,[j],13.541,123,rich,17540.86579,0.73,,,,,,,,,,
rpsq,b3311,[j],9.7043,84,rich,16149.46641,0.73,,,,,,,,,,
rpmc,b3312,[j],7.2734,63,rich,31448.58149,0.73,,,,,,,,,,
rplp,b3313,[j],15.281,136,rich,16895.86983,0.73,,,,,,,,,,
rpsc,b3314,[j],25.983,233,rich,31742.61346,0.73,,,,,,,,,,
rplv,b3315,[j],12.226,110,rich,38055.86596,0.73,,,,,,,,,,
rpss,b3316,[j],10.43,92,rich,18404.95277,0.73,,,,,,,,,,
rplb,b3317,[j],29.86,273,rich,22520.59873,0.73,,,,,,,,,,
rplw,b3318,[j],11.199,100,rich,5809.423591,0.73,,,,,,,,,,
rpld,b3319,[j],22.086,201,rich,28464.73888,0.73,,,,,,,,,,
rplc,b3320,[j],22.243,209,rich,24054.64941,0.73,,,,,,,,,,
rpsj,b3321,[j],11.735,103,rich,38508.44307,0.73,,,,,,,,,,
gsph,b3329,[nu],18.565,169,rich,,0.73,,,,,,,,,,
bfr,b3336,[p],18.495,158,rich,1343.262427,0.73,,,,,,,,,,
tufa,b3339,[j],43.283,394,rich,124834.9027,0.73,,,,,,,,,,
fusa,b3340,[j],77.58,704,rich,19993.18751,0.73,,,,,,,,,,
rpsg,b3341,[j],20.019,179,rich,42114.78775,0.73,,,,,,,,,,
rpsl,b3342,[j],13.737,124,rich,11501.19918,0.73,,,,,,,,,,
yheo,b3346,,26.82,240,rich,207.7934162,0.73,,,,,,,,,,
fkpa,b3347,[o],28.882,270,rich,3967.987732,0.73,,,,,,,,,,
slyd,b3349,[o],20.853,196,rich,711.6770678,0.73,,,,,,,,,,
yhes,b3352,[r],71.843,637,rich,27.19458463,0.73,,,,,,,,,,
yhfa,b3356,[o],14.517,134,rich,149.7895572,0.73,,,,,,,,,,
crp,b3357,[t],23.64,210,rich,5434.030923,0.73,,,,,,,,,,
argd,b3359,[e],43.766,406,rich,1507.775799,0.73,,,,,,,,,,
ppia,b3363,[o],20.431,190,rich,1007.806651,0.73,,,,,,,,,,
yhfw,b3380,[g],44.559,408,rich,,0.73,,,,,,,,,,
trps,b3384,[j],37.437,334,rich,1443.016205,0.73,,,,,,,,,,
gph,b3385,[r],27.389,252,rich,166.3402123,0.73,,,,,,,,,,
rpe,b3386,[g],24.554,225,rich,614.0201017,0.73,,,,,,,,,,
damx,b3388,[s],46.161,428,rich,268.9934578,0.73,,,,,,,,,,
arob,b3389,[e],38.881,362,rich,281.2556827,0.73,,,,,,,,,,
arok,b3390,,19.538,173,rich,661.2820008,0.73,,,,,,,,,,
mrca,b3396,[m],93.635,850,rich,,0.73,,,,,,,,,,
nude,b3397,[lr],21.153,186,rich,,0.73,,,,,,,,,,
yrff,b3398,,79.489,711,rich,19.07860083,0.73,,,,,,,,,,
hslo,b3401,[o],32.534,292,rich,331.5049584,0.73,,,,,,,,,,
pck,b3403,[c],59.643,540,rich,5958.46532,0.73,,,,,,,,,,
ompr,b3405,[tk],27.353,239,rich,793.0337742,0.73,,,,,,,,,,
yhgf,b3407,,85.119,773,rich,358.2119833,0.73,,,,,,,,,,
feob,b3409,[p],84.473,773,rich,,0.73,,,,,,,,,,
nfua,b3414,,20.997,191,rich,2378.508633,0.73,,,,,,,,,,
malq,b3416,[g],78.503,694,rich,48.8270381,0.73,,,,,,,,,,
malp,b3417,,90.521,797,rich,1082.272445,0.73,,,,,,,,,,
malt,b3418,[k],103.12,901,rich,68.90702218,0.73,,,,,,,,,,
glpr,b3423,[kg],28.048,252,rich,46.44268141,0.73,,,,,,,,,,
glgp,b3428,[g],93.171,815,rich,56.12116561,0.73,,,,,,,,,,
glga,b3429,[g],52.822,477,rich,145.943182,0.73,,,,,,,,,,
glgc,b3430,[g],48.697,431,rich,101.3948167,0.73,,,,,,,,,,
glgx,b3431,[g],73.576,657,rich,,0.73,,,,,,,,,,
glgb,b3432,[g],84.336,728,rich,,0.73,,,,,,,,,,
asd,b3433,[e],40.017,367,rich,3629.759826,0.73,,,,,,,,,,
gntr,b3438,,36.422,331,rich,,0.73,,,,,,,,,,
yhhw,b3439,[r],26.279,231,rich,,0.73,,,,,,,,,,
yhhx,b3440,[r],38.765,345,rich,176.9724066,0.73,,,,,,,,,,
ggt,b3447,[e],61.767,580,rich,73.54303182,0.73,,,,,,,,,,
yhha,b3448,,16.624,146,rich,54.58897129,0.73,,,,,,,,,,
ugpq,b3449,[c],27.409,247,rich,,0.73,,,,,,,,,,
ugpc,b3450,[g],39.523,356,rich,,0.73,,,,,,,,,,
ugpb,b3453,[g],48.448,438,rich,209.9970679,0.73,,,,,,,,,,
livf,b3454,,26.31,237,rich,246.0221628,0.73,,,,,,,,,,
livg,b3455,[e],28.427,255,rich,320.3944315,0.73,,,,,,,,,,
livm,b3456,[e],46.269,425,rich,,0.73,,,,,,,,,,
livk,b3458,[e],39.378,369,rich,4120.4806,0.73,,,,,,,,,,
livj,b3460,,39.076,367,rich,10124.9894,0.73,,,,,,,,,,
ftsx,b3462,[d],38.543,352,rich,41.40982921,0.73,,,,,,,,,,
ftse,b3463,[d],24.439,222,rich,571.0096377,0.73,,,,,,,,,,
ftsy,b3464,[u],54.513,497,rich,302.524275,0.73,,,,,,,,,,
znta,b3469,[p],76.839,732,rich,190.3809589,0.73,,,,,,,,,,
dcrb,b3472,,19.787,185,rich,1698.353693,0.73,,,,,,,,,,
nikr,b3481,[k],15.094,133,rich,,0.73,,,,,,,,,,
rbba,b3486,[v],100.78,911,rich,10.85361334,0.73,,,,,,,,,,
yhii,b3487,[m],38.828,355,rich,366.7763656,0.73,,,,,,,,,,
pita,b3493,[p],53.388,499,rich,148.6445587,0.73,,,,,,,,,,
uspa,b3495,[t],16.066,144,rich,11729.9252,0.73,,,,,,,,,,
prlc,b3498,[e],77.166,680,rich,440.9353167,0.73,,,,,,,,,,
yhir,b3499,[r],31.941,280,rich,,0.73,,,,,,,,,,
gor,b3500,[c],48.772,450,rich,336.1605268,0.73,,,,,,,,,,
slp,b3506,,20.964,188,rich,545.4578041,0.73,,,,,,,,,,
hdeb,b3509,,12.043,108,rich,,0.73,,,,,,,,,,
hdea,b3510,,11.857,110,rich,,0.73,,,,,,,,,,
gada,b3517,[e],52.685,466,rich,,0.73,,,,,,,,,,
yhje,b3523,[gepr],47.207,440,rich,22.10274505,0.73,,,,,,,,,,
kdgk,b3526,[g],33.962,309,rich,,0.73,,,,,,,,,,
dcta,b3528,[c],45.436,428,rich,842.9894625,0.73,,,,,,,,,,
bcsc,b3530,,127.72,1157,rich,,0.73,,,,,,,,,,
dppf,b3540,[e],37.56,334,rich,635.6780344,0.73,,,,,,,,,,
dppd,b3541,[ep],35.844,327,rich,509.0892908,0.73,,,,,,,,,,
dppc,b3542,[ep],32.308,300,rich,,0.73,,,,,,,,,,
dppb,b3543,[ep],37.497,339,rich,,0.73,,,,,,,,,,
dppa,b3544,[e],60.293,535,rich,11837.86229,0.73,,,,,,,,,,
ghrb,b3553,,35.395,324,rich,314.8545609,0.73,,,,,,,,,,
yiaf,b3554,,25.663,236,rich,503.977171,0.73,,,,,,,,,,
cspa,b3556,[k],7.4032,70,rich,,0.73,,,,,,,,,,
glys,b3559,[j],76.812,689,rich,1915.190851,0.73,,,,,,,,,,
glyq,b3560,[j],34.774,303,rich,1158.179101,0.73,,,,,,,,,,
xylf,b3566,[g],35.734,330,rich,,0.73,,,,,,,,,,
avta,b3572,,46.711,417,rich,79.23603248,0.73,,,,,,,,,,
aldb,b3588,,56.306,512,rich,,0.73,,,,,,,,,,
selb,b3590,[j],68.867,614,rich,56.88525921,0.73,,,,,,,,,,
sela,b3591,[e],50.607,463,rich,,0.73,,,,,,,,,,
yibf,b3592,[o],22.545,202,rich,133.8986654,0.73,,,,,,,,,,
mtla,b3599,[g],67.971,637,rich,324.6744124,0.73,,,,,,,,,,
mtld,b3600,[g],41.139,382,rich,220.1074096,0.73,,,,,,,,,,
yibl,b3602,,13.696,120,rich,446.7792192,0.73,,,,,,,,,,
lldd,b3605,[c],42.728,396,rich,78.23628685,0.73,,,,,,,,,,
cyse,b3607,[e],29.316,273,rich,164.3712878,0.73,,,,,,,,,,
gpsa,b3608,[c],36.361,339,rich,290.9500693,0.73,,,,,,,,,,
secb,b3609,[u],17.277,155,rich,5232.369301,0.73,,,,,,,,,,
grxc,b3610,[o],9.1374,83,rich,1294.475524,0.73,,,,,,,,,,
yibn,b3611,[p],15.596,143,rich,2502.263542,0.73,,,,,,,,,,
gpmm,b3612,,56.193,514,rich,602.0298018,0.73,,,,,,,,,,
envc,b3613,,46.594,419,rich,26.18262548,0.73,,,,,,,,,,
tdh,b3616,[er],37.239,341,rich,,0.73,,,,,,,,,,
kbl,b3617,[h],43.117,398,rich,52.90636757,0.73,,,,,,,,,,
rfad,b3619,[mg],34.893,310,rich,2053.188372,0.73,,,,,,,,,,
rfaf,b3620,[m],39.042,348,rich,,0.73,,,,,,,,,,
waau,b3623,,41.729,357,rich,21.33583504,0.73,,,,,,,,,,
rpmg,b3636,[j],6.3715,55,rich,11424.56477,0.73,,,,,,,,,,
rpmb,b3637,[j],9.0064,78,rich,23788.78827,0.73,,,,,,,,,,
dfp,b3639,,43.438,406,rich,116.3237619,0.73,,,,,,,,,,
dut,b3640,[f],16.155,151,rich,590.0500273,0.73,,,,,,,,,,
yicc,b3644,[s],33.175,287,rich,430.3567801,0.73,,,,,,,,,,
gmk,b3648,[f],23.592,207,rich,127.5142151,0.73,,,,,,,,,,
rpoz,b3649,[k],10.236,91,rich,3563.614178,0.73,,,,,,,,,,
spot,b3650,[tk],79.342,702,rich,198.7724453,0.73,,,,,,,,,,
yich,b3655,,62.272,569,rich,8.380365734,0.73,,,,,,,,,,
nlpa,b3661,[p],29.423,272,rich,612.6999108,0.73,,,,,,,,,,
ilvn,b3670,[e],11.106,96,rich,1333.94927,0.73,,,,,,,,,,
ilvb,b3671,[eh],60.44,562,rich,1946.844923,0.73,,,,,,,,,,
ibpa,b3687,[o],15.774,137,rich,268.9148594,0.73,,,,,,,,,,
yida,b3697,[r],29.721,270,rich,157.7133279,0.73,,,,,,,,,,
yidb,b3698,,13.786,132,rich,117.1861113,0.73,,,,,,,,,,
gyrb,b3699,,89.949,804,rich,729.4675188,0.73,,,,,,,,,,
dnan,b3701,[l],40.586,366,rich,173.6128425,0.73,,,,,,,,,,
dnaa,b3702,[l],52.55,467,rich,34.46246936,0.73,,,,,,,,,,
rpmh,b3703,[j],5.3803,46,rich,9550.100342,0.73,,,,,,,,,,
rnpa,b3704,[j],13.789,119,rich,270.9649342,0.73,,,,,,,,,,
yidc,b3705,[u],61.525,548,rich,782.4502899,0.73,,,,,,,,,,
mnme,b3706,,49.23,454,rich,36.2546705,0.73,,,,,,,,,,
tnaa,b3708,,52.773,471,rich,2840.554764,0.73,,,,,,,,,,
tnab,b3709,[e],45.21,415,rich,,0.73,,,,,,,,,,
yief,b3713,[r],20.375,188,rich,183.1993368,0.73,,,,,,,,,,
purp,b3714,,46.865,445,rich,231.2038177,0.73,,,,,,,,,,
phou,b3724,[p],27.417,241,rich,42.72717717,0.73,,,,,,,,,,
pstb,b3725,[p],29.027,257,rich,100.3684627,0.73,,,,,,,,,,
psts,b3728,[p],37.023,346,rich,448.9893579,0.73,,,,,,,,,,
glms,b3729,[m],66.894,609,rich,1357.145018,0.73,,,,,,,,,,
