go_number,go_term,go_namespace,gene_name
GO:0015499,formate transmembrane transporter activity,molecular_function,yfdC
GO:0036412,acetyl-CoA:oxalate CoA-transferase,molecular_function,yfdE
GO:0003824,catalytic activity,molecular_function,yfdE
GO:0016740,transferase activity,molecular_function,yfdE
GO:0008883,glutamyl-tRNA reductase activity,molecular_function,yfdG
GO:0050661,NADP binding,molecular_function,yfdG
GO:0003824,catalytic activity,molecular_function,yfdG
GO:0006783,heme biosynthetic process,biological_process,yfdG
GO:0003870,5-aminolevulinate synthase activity,molecular_function,yfdG
GO:0055114,oxidation-reduction process,biological_process,yfdG
GO:0000271,polysaccharide biosynthetic process,biological_process,yfdG
GO:0005886,plasma membrane,cellular_component,yfdG
GO:0016021,integral component of membrane,cellular_component,yfdG
GO:0016020,membrane,cellular_component,yfdG
GO:0005515,protein binding,molecular_function,yfdH
GO:0005886,plasma membrane,cellular_component,yfdH
GO:0016757,"transferase activity, transferring glycosyl groups",molecular_function,yfdH
GO:0016740,transferase activity,molecular_function,yfdH
GO:0016021,integral component of membrane,cellular_component,yfdH
GO:0016020,membrane,cellular_component,yfdH
GO:0002953,5'-deoxynucleotidase activity,molecular_function,yfdR
GO:0016311,dephosphorylation,biological_process,yfdR
GO:0050897,cobalt ion binding,molecular_function,yfdR
GO:0005515,protein binding,molecular_function,yfdR
GO:0055085,transmembrane transport,biological_process,yfdV
GO:0005886,plasma membrane,cellular_component,yfdV
GO:0016021,integral component of membrane,cellular_component,yfdV
GO:0016020,membrane,cellular_component,yfdV
GO:0055085,transmembrane transport,biological_process,yfeH
GO:0015293,symporter activity,molecular_function,yfeH
GO:0005886,plasma membrane,cellular_component,yfeH
GO:1902476,chloride transmembrane transport,biological_process,yfeO
GO:0034220,ion transmembrane transport,biological_process,yfeO
GO:0055085,transmembrane transport,biological_process,yfeO
GO:0006821,chloride transport,biological_process,yfeO
GO:0005247,voltage-gated chloride channel activity,molecular_function,yfeO
GO:0005886,plasma membrane,cellular_component,yfeO
GO:0016021,integral component of membrane,cellular_component,yfeO
GO:0016020,membrane,cellular_component,yfeO
GO:0006811,ion transport,biological_process,yfeO
GO:0005216,ion channel activity,molecular_function,yfeO
GO:0006508,proteolysis,biological_process,yfeW
GO:0009002,serine-type D-Ala-D-Ala carboxypeptidase activity,molecular_function,yfeW
GO:0008658,penicillin binding,molecular_function,yfeW
GO:0031226,intrinsic component of plasma membrane,cellular_component,yfeW
GO:0098869,cellular oxidant detoxification,biological_process,yfeX
GO:0005829,cytosol,cellular_component,yfeX
GO:0016491,oxidoreductase activity,molecular_function,yfeX
GO:0046872,metal ion binding,molecular_function,yfeX
GO:0004601,peroxidase activity,molecular_function,yfeX
GO:0005737,cytoplasm,cellular_component,yfeX
GO:0020037,heme binding,molecular_function,yfeX
GO:0055114,oxidation-reduction process,biological_process,yfeX
GO:0005829,cytosol,cellular_component,yffB
GO:0005829,cytosol,cellular_component,yfgD
GO:0008794,arsenate reductase (glutaredoxin) activity,molecular_function,yfgD
GO:0055114,oxidation-reduction process,biological_process,yfgD
GO:0016491,oxidoreductase activity,molecular_function,yfgD
GO:0005515,protein binding,molecular_function,yfgM
GO:0044877,protein-containing complex binding,molecular_function,yfgM
GO:0016021,integral component of membrane,cellular_component,yfgM
GO:0016020,membrane,cellular_component,yfgM
GO:0032991,protein-containing complex,cellular_component,yfgM
GO:0071575,integral component of external side of plasma membrane,cellular_component,yfgM
GO:1901135,carbohydrate derivative metabolic process,biological_process,yfhH
GO:0097367,carbohydrate derivative binding,molecular_function,yfhH
GO:0003700,DNA-binding transcription factor activity,molecular_function,yfhH
GO:0006355,"regulation of transcription, DNA-templated",biological_process,yfhH
GO:0003677,DNA binding,molecular_function,yfhH
GO:0006351,"transcription, DNA-templated",biological_process,yfhH
GO:0055114,oxidation-reduction process,biological_process,yfhL
GO:0051539,"4 iron, 4 sulfur cluster binding",molecular_function,yfhL
GO:0051536,iron-sulfur cluster binding,molecular_function,yfhL
GO:0046872,metal ion binding,molecular_function,yfhL
GO:0005737,cytoplasm,cellular_component,yfhL
GO:0030414,peptidase inhibitor activity,molecular_function,yfhM
GO:0010466,negative regulation of peptidase activity,biological_process,yfhM
GO:0005615,extracellular space,cellular_component,yfhM
GO:0031362,anchored component of external side of plasma membrane,cellular_component,yfhM
GO:0010951,negative regulation of endopeptidase activity,biological_process,yfhM
GO:0016020,membrane,cellular_component,yfhM
GO:0005886,plasma membrane,cellular_component,yfhM
GO:0004866,endopeptidase inhibitor activity,molecular_function,yfhM
GO:0005887,integral component of plasma membrane,cellular_component,yfhR
GO:0016021,integral component of membrane,cellular_component,yfhR
GO:0016020,membrane,cellular_component,yfhR
GO:0016021,integral component of membrane,cellular_component,yfiB
GO:0009279,cell outer membrane,cellular_component,yfiB
GO:0005886,plasma membrane,cellular_component,yfiB
GO:0016020,membrane,cellular_component,yfiB
GO:0032259,methylation,biological_process,yfiC
GO:0016740,transferase activity,molecular_function,yfiC
GO:0008168,methyltransferase activity,molecular_function,yfiC
GO:0008033,tRNA processing,biological_process,yfiC
GO:0003676,nucleic acid binding,molecular_function,yfiC
GO:0005737,cytoplasm,cellular_component,yfiC
GO:0030488,tRNA methylation,biological_process,yfiC
GO:0016430,tRNA (adenine-N6-)-methyltransferase activity,molecular_function,yfiC
GO:0001510,RNA methylation,biological_process,yfiF
GO:0005515,protein binding,molecular_function,yfiF
GO:0005829,cytosol,cellular_component,yfiF
GO:0008173,RNA methyltransferase activity,molecular_function,yfiF
GO:0006396,RNA processing,biological_process,yfiF
GO:0003723,RNA binding,molecular_function,yfiF
GO:0032259,methylation,biological_process,yfiF
GO:0016740,transferase activity,molecular_function,yfiF
GO:0008168,methyltransferase activity,molecular_function,yfiF
GO:0005829,cytosol,cellular_component,yfjP
GO:0005525,GTP binding,molecular_function,yfjP
GO:0000166,nucleotide binding,molecular_function,yfjP
GO:0030488,tRNA methylation,biological_process,yfjP
GO:0002098,tRNA wobble uridine modification,biological_process,yfjP
GO:0005737,cytoplasm,cellular_component,yfjP
GO:1900190,regulation of single-species biofilm formation,biological_process,yfjR
GO:0003700,DNA-binding transcription factor activity,molecular_function,yfjR
GO:0006355,"regulation of transcription, DNA-templated",biological_process,yfjR
GO:0003677,DNA binding,molecular_function,yfjR
GO:0055114,oxidation-reduction process,biological_process,yfjU
GO:0046685,response to arsenic-containing substance,biological_process,yfjU
GO:0016491,oxidoreductase activity,molecular_function,yfjU
GO:0046872,metal ion binding,molecular_function,yfjY
GO:0016787,hydrolase activity,molecular_function,yfjY
GO:0008237,metallopeptidase activity,molecular_function,yfjY
GO:0008233,peptidase activity,molecular_function,yfjY
GO:0006508,proteolysis,biological_process,yfjY
GO:0043022,ribosome binding,molecular_function,ygaM
GO:0005887,integral component of plasma membrane,cellular_component,ygaM
GO:0005829,cytosol,cellular_component,ygaM
GO:0016021,integral component of membrane,cellular_component,ygaM
GO:0016020,membrane,cellular_component,ygaM
GO:0005886,plasma membrane,cellular_component,ygaM
GO:0005887,integral component of plasma membrane,cellular_component,ygaP
GO:0004792,thiosulfate sulfurtransferase activity,molecular_function,ygaP
GO:0005886,plasma membrane,cellular_component,ygaP
GO:0016021,integral component of membrane,cellular_component,ygaP
GO:0016020,membrane,cellular_component,ygaP
GO:0003700,DNA-binding transcription factor activity,molecular_function,ygaV
GO:0006355,"regulation of transcription, DNA-templated",biological_process,ygaV
GO:0003677,DNA binding,molecular_function,ygaV
GO:0044212,transcription regulatory region DNA binding,molecular_function,ygaV
GO:1903785,L-valine transmembrane transport,biological_process,ygaZ
GO:0055085,transmembrane transport,biological_process,ygaZ
GO:0005886,plasma membrane,cellular_component,ygaZ
GO:0015829,valine transport,biological_process,ygaZ
GO:0015562,efflux transmembrane transporter activity,molecular_function,ygaZ
GO:0005304,L-valine transmembrane transporter activity,molecular_function,ygaZ
GO:0016021,integral component of membrane,cellular_component,ygaZ
GO:0016020,membrane,cellular_component,ygaZ
GO:0050661,NADP binding,molecular_function,ygbJ
GO:0005975,carbohydrate metabolic process,biological_process,ygbJ
GO:0051287,NAD binding,molecular_function,ygbJ
GO:0055114,oxidation-reduction process,biological_process,ygbJ
GO:0016491,oxidoreductase activity,molecular_function,ygbJ
GO:0016740,transferase activity,molecular_function,ygbK
GO:0016310,phosphorylation,biological_process,ygbK
GO:0016301,kinase activity,molecular_function,ygbK
GO:0005975,carbohydrate metabolic process,biological_process,ygbK
GO:0005524,ATP binding,molecular_function,ygbK
GO:0000166,nucleotide binding,molecular_function,ygbK
GO:0016829,lyase activity,molecular_function,ygbL
GO:0005975,carbohydrate metabolic process,biological_process,ygbL
GO:0046872,metal ion binding,molecular_function,ygbL
GO:0016832,aldehyde-lyase activity,molecular_function,ygbL
GO:0005829,cytosol,cellular_component,ygbL
GO:0019323,pentose catabolic process,biological_process,ygbL
GO:0046872,metal ion binding,molecular_function,ygbM
GO:0005975,carbohydrate metabolic process,biological_process,ygbM
GO:0016853,isomerase activity,molecular_function,ygbM
GO:0008903,hydroxypyruvate isomerase activity,molecular_function,ygbM
GO:0046487,glyoxylate metabolic process,biological_process,ygbM
GO:0035429,gluconate transmembrane transport,biological_process,ygbN
GO:0015128,gluconate transmembrane transporter activity,molecular_function,ygbN
GO:0005886,plasma membrane,cellular_component,ygbN
GO:0016021,integral component of membrane,cellular_component,ygbN
GO:0016020,membrane,cellular_component,ygbN
GO:0005887,integral component of plasma membrane,cellular_component,ygbN
GO:0016773,"phosphotransferase activity, alcohol group as acceptor",molecular_function,ygcE
GO:0005975,carbohydrate metabolic process,biological_process,ygcE
GO:0016310,phosphorylation,biological_process,ygcE
GO:0016740,transferase activity,molecular_function,ygcE
GO:0016301,kinase activity,molecular_function,ygcE
GO:0005886,plasma membrane,cellular_component,ygcG
GO:0016021,integral component of membrane,cellular_component,ygcG
GO:0016020,membrane,cellular_component,ygcG
GO:0055114,oxidation-reduction process,biological_process,ygcN
GO:0016491,oxidoreductase activity,molecular_function,ygcN
GO:0055114,oxidation-reduction process,biological_process,ygcO
GO:0005506,iron ion binding,molecular_function,ygcO
GO:0009294,DNA mediated transformation,biological_process,ygcO
GO:0051536,iron-sulfur cluster binding,molecular_function,ygcO
GO:0046872,metal ion binding,molecular_function,ygcO
GO:0031564,transcription antitermination,biological_process,ygcP
GO:0006071,glycerol metabolic process,biological_process,ygcP
GO:0006355,"regulation of transcription, DNA-templated",biological_process,ygcP
GO:0005515,protein binding,molecular_function,ygcP
GO:0001072,"transcription antitermination factor activity, RNA binding",molecular_function,ygcP
GO:0022900,electron transport chain,biological_process,ygcQ
GO:0055114,oxidation-reduction process,biological_process,ygcQ
GO:0050660,flavin adenine dinucleotide binding,molecular_function,ygcQ
GO:0009055,electron transfer activity,molecular_function,ygcQ
GO:0003995,acyl-CoA dehydrogenase activity,molecular_function,ygcQ
GO:0005886,plasma membrane,cellular_component,ygcQ
GO:0022900,electron transport chain,biological_process,ygcR
GO:0055114,oxidation-reduction process,biological_process,ygcR
GO:0009055,electron transfer activity,molecular_function,ygcR
GO:0071949,FAD binding,molecular_function,ygcU
GO:0050660,flavin adenine dinucleotide binding,molecular_function,ygcU
GO:0003824,catalytic activity,molecular_function,ygcU
GO:0055114,oxidation-reduction process,biological_process,ygcU
GO:0016491,oxidoreductase activity,molecular_function,ygcU
GO:0005886,plasma membrane,cellular_component,ygdD
GO:0016021,integral component of membrane,cellular_component,ygdD
GO:0016020,membrane,cellular_component,ygdD
GO:0005886,plasma membrane,cellular_component,ygdQ
GO:0016021,integral component of membrane,cellular_component,ygdQ
GO:0016020,membrane,cellular_component,ygdQ
GO:0005515,protein binding,molecular_function,ygeA
GO:0047661,amino-acid racemase activity,molecular_function,ygeA
GO:0036361,"racemase activity, acting on amino acids and derivatives",molecular_function,ygeA
GO:0016855,"racemase and epimerase activity, acting on amino acids and derivatives",molecular_function,ygeA
GO:0006807,nitrogen compound metabolic process,biological_process,ygeA
GO:0006520,cellular amino acid metabolic process,biological_process,ygeA
GO:0016853,isomerase activity,molecular_function,ygeA
GO:0000920,septum digestion after cytokinesis,biological_process,ygeR
GO:0006508,proteolysis,biological_process,ygeR
GO:0005886,plasma membrane,cellular_component,ygeR
GO:0016020,membrane,cellular_component,ygeR
GO:0004222,metalloendopeptidase activity,molecular_function,ygeR
GO:0032153,cell division site,cellular_component,ygeR
