process_1,process_2,n_genes
mRNA processing,Lipid transport,0
mRNA processing,Hydrogen peroxide,0
mRNA processing,Capsule biogenesis/degradation,0
mRNA processing,Putrescine biosynthesis,0
mRNA processing,Maltose metabolism,0
mRNA processing,DNA synthesis,0
mRNA processing,Oxygen transport,0
mRNA processing,Arginine metabolism,0
mRNA processing,Tellurium resistance,0
mRNA processing,Ascorbate biosynthesis,0
mRNA processing,Fimbrium biogenesis,0
mRNA processing,Chromate resistance,0
mRNA processing,Zinc transport,0
mRNA processing,Cellulose biosynthesis,0
mRNA processing,Copper transport,0
mRNA processing,Autoinducer synthesis,0
mRNA processing,Bacterial flagellum protein export,0
mRNA processing,Exopolysaccharide synthesis,0
mRNA processing,Ammonia transport,0
mRNA processing,Virus entry into host cell,0
mRNA processing,Viral genome integration,0
mRNA processing,Purine metabolism,0
mRNA processing,PHB biosynthesis,0
mRNA processing,Polysaccharide degradation,0
mRNA processing,Xylan degradation,0
Translocation,Tryptophan catabolism,0
Translocation,Menaquinone biosynthesis,0
Translocation,Chromosome partition,0
Translocation,DNA integration,0
Translocation,Virulence,0
Translocation,Lipid degradation,0
Translocation,Cell adhesion,0
Translocation,Iron storage,0
Translocation,Cysteine biosynthesis,0
Translocation,Cobalamin biosynthesis,0
Translocation,Phenylalanine biosynthesis,0
Translocation,Phosphate transport,0
Translocation,Purine salvage,0
Translocation,Fucose metabolism,0
Translocation,Galactitol metabolism,0
Translocation,Serine biosynthesis,0
Translocation,Cytosine metabolism,0
Translocation,Peptide transport,0
Translocation,Arsenical resistance,0
Translocation,Plasmid copy control,0
Translocation,Respiratory chain,0
Translocation,Methotrexate resistance,0
Translocation,Trimethoprim resistance,0
Translocation,DNA condensation,0
Translocation,Flagellar rotation,0
Translocation,Quorum sensing,0
Translocation,Deoxyribonucleotide synthesis,0
Translocation,Detoxification,0
Translocation,Heme biosynthesis,0
Translocation,Isoprene biosynthesis,0
Translocation,Enterobactin biosynthesis,0
Translocation,Sulfate transport,0
Translocation,Bacterial flagellum biogenesis,0
Translocation,Bile acid catabolism,0
Translocation,Steroid metabolism,0
Translocation,Nickel transport,0
Translocation,Nitrogen fixation,0
Translocation,Thiamine biosynthesis,0
Translocation,Toxin-antitoxin system,0
Translocation,Transposition,0
Translocation,Lipid transport,0
Translocation,Hydrogen peroxide,0
Translocation,Capsule biogenesis/degradation,0
Translocation,Putrescine biosynthesis,0
Translocation,Maltose metabolism,0
Translocation,DNA synthesis,0
Translocation,Oxygen transport,0
Translocation,Arginine metabolism,0
Translocation,Tellurium resistance,0
Translocation,Ascorbate biosynthesis,0
Translocation,Fimbrium biogenesis,0
Translocation,Chromate resistance,0
Translocation,Zinc transport,0
Translocation,Cellulose biosynthesis,0
Translocation,Copper transport,0
Translocation,Autoinducer synthesis,0
Translocation,Bacterial flagellum protein export,0
Translocation,Exopolysaccharide synthesis,0
Translocation,Ammonia transport,0
Translocation,Virus entry into host cell,0
Translocation,Viral genome integration,0
Translocation,Purine metabolism,0
Translocation,PHB biosynthesis,0
Translocation,Polysaccharide degradation,0
Translocation,Xylan degradation,0
Tryptophan catabolism,Menaquinone biosynthesis,0
Tryptophan catabolism,Chromosome partition,0
Tryptophan catabolism,DNA integration,0
Tryptophan catabolism,Virulence,0
Tryptophan catabolism,Lipid degradation,0
Tryptophan catabolism,Cell adhesion,0
Tryptophan catabolism,Iron storage,0
Tryptophan catabolism,Cysteine biosynthesis,0
Tryptophan catabolism,Cobalamin biosynthesis,0
Tryptophan catabolism,Phenylalanine biosynthesis,0
Tryptophan catabolism,Phosphate transport,0
Tryptophan catabolism,Purine salvage,0
Tryptophan catabolism,Fucose metabolism,0
Tryptophan catabolism,Galactitol metabolism,0
Tryptophan catabolism,Serine biosynthesis,0
Tryptophan catabolism,Cytosine metabolism,0
Tryptophan catabolism,Peptide transport,0
Tryptophan catabolism,Arsenical resistance,0
Tryptophan catabolism,Plasmid copy control,0
Tryptophan catabolism,Respiratory chain,0
Tryptophan catabolism,Methotrexate resistance,0
Tryptophan catabolism,Trimethoprim resistance,0
Tryptophan catabolism,DNA condensation,0
Tryptophan catabolism,Flagellar rotation,0
Tryptophan catabolism,Quorum sensing,0
Tryptophan catabolism,Deoxyribonucleotide synthesis,0
Tryptophan catabolism,Detoxification,0
Tryptophan catabolism,Heme biosynthesis,0
Tryptophan catabolism,Isoprene biosynthesis,0
Tryptophan catabolism,Enterobactin biosynthesis,0
Tryptophan catabolism,Sulfate transport,0
Tryptophan catabolism,Bacterial flagellum biogenesis,0
Tryptophan catabolism,Bile acid catabolism,0
Tryptophan catabolism,Steroid metabolism,0
Tryptophan catabolism,Nickel transport,0
Tryptophan catabolism,Nitrogen fixation,0
Tryptophan catabolism,Thiamine biosynthesis,0
Tryptophan catabolism,Toxin-antitoxin system,0
Tryptophan catabolism,Transposition,0
Tryptophan catabolism,Lipid transport,0
Tryptophan catabolism,Hydrogen peroxide,0
Tryptophan catabolism,Capsule biogenesis/degradation,0
Tryptophan catabolism,Putrescine biosynthesis,0
Tryptophan catabolism,Maltose metabolism,0
Tryptophan catabolism,DNA synthesis,0
Tryptophan catabolism,Oxygen transport,0
Tryptophan catabolism,Arginine metabolism,0
Tryptophan catabolism,Tellurium resistance,0
Tryptophan catabolism,Ascorbate biosynthesis,0
Tryptophan catabolism,Fimbrium biogenesis,0
Tryptophan catabolism,Chromate resistance,0
Tryptophan catabolism,Zinc transport,0
Tryptophan catabolism,Cellulose biosynthesis,0
Tryptophan catabolism,Copper transport,0
Tryptophan catabolism,Autoinducer synthesis,0
Tryptophan catabolism,Bacterial flagellum protein export,0
Tryptophan catabolism,Exopolysaccharide synthesis,0
Tryptophan catabolism,Ammonia transport,0
Tryptophan catabolism,Virus entry into host cell,0
Tryptophan catabolism,Viral genome integration,0
Tryptophan catabolism,Purine metabolism,0
Tryptophan catabolism,PHB biosynthesis,0
Tryptophan catabolism,Polysaccharide degradation,0
Tryptophan catabolism,Xylan degradation,0
Menaquinone biosynthesis,Chromosome partition,0
Menaquinone biosynthesis,DNA integration,0
Menaquinone biosynthesis,Virulence,0
Menaquinone biosynthesis,Lipid degradation,0
Menaquinone biosynthesis,Cell adhesion,0
Menaquinone biosynthesis,Iron storage,0
Menaquinone biosynthesis,Cysteine biosynthesis,0
Menaquinone biosynthesis,Cobalamin biosynthesis,0
Menaquinone biosynthesis,Phenylalanine biosynthesis,0
Menaquinone biosynthesis,Phosphate transport,0
Menaquinone biosynthesis,Purine salvage,0
Menaquinone biosynthesis,Fucose metabolism,0
Menaquinone biosynthesis,Galactitol metabolism,0
Menaquinone biosynthesis,Serine biosynthesis,0
Menaquinone biosynthesis,Cytosine metabolism,0
Menaquinone biosynthesis,Peptide transport,0
Menaquinone biosynthesis,Arsenical resistance,0
Menaquinone biosynthesis,Plasmid copy control,0
Menaquinone biosynthesis,Respiratory chain,0
Menaquinone biosynthesis,Methotrexate resistance,0
Menaquinone biosynthesis,Trimethoprim resistance,0
Menaquinone biosynthesis,DNA condensation,0
Menaquinone biosynthesis,Flagellar rotation,0
Menaquinone biosynthesis,Quorum sensing,0
Menaquinone biosynthesis,Deoxyribonucleotide synthesis,0
Menaquinone biosynthesis,Detoxification,0
Menaquinone biosynthesis,Heme biosynthesis,0
Menaquinone biosynthesis,Isoprene biosynthesis,0
Menaquinone biosynthesis,Enterobactin biosynthesis,0
Menaquinone biosynthesis,Sulfate transport,0
Menaquinone biosynthesis,Bacterial flagellum biogenesis,0
Menaquinone biosynthesis,Bile acid catabolism,0
Menaquinone biosynthesis,Steroid metabolism,0
Menaquinone biosynthesis,Nickel transport,0
Menaquinone biosynthesis,Nitrogen fixation,0
Menaquinone biosynthesis,Thiamine biosynthesis,0
Menaquinone biosynthesis,Toxin-antitoxin system,0
Menaquinone biosynthesis,Transposition,0
Menaquinone biosynthesis,Lipid transport,0
Menaquinone biosynthesis,Hydrogen peroxide,0
Menaquinone biosynthesis,Capsule biogenesis/degradation,0
Menaquinone biosynthesis,Putrescine biosynthesis,0
Menaquinone biosynthesis,Maltose metabolism,0
Menaquinone biosynthesis,DNA synthesis,0
Menaquinone biosynthesis,Oxygen transport,0
Menaquinone biosynthesis,Arginine metabolism,0
Menaquinone biosynthesis,Tellurium resistance,0
Menaquinone biosynthesis,Ascorbate biosynthesis,0
Menaquinone biosynthesis,Fimbrium biogenesis,0
Menaquinone biosynthesis,Chromate resistance,0
Menaquinone biosynthesis,Zinc transport,0
Menaquinone biosynthesis,Cellulose biosynthesis,0
Menaquinone biosynthesis,Copper transport,0
Menaquinone biosynthesis,Autoinducer synthesis,0
Menaquinone biosynthesis,Bacterial flagellum protein export,0
Menaquinone biosynthesis,Exopolysaccharide synthesis,0
Menaquinone biosynthesis,Ammonia transport,0
Menaquinone biosynthesis,Virus entry into host cell,0
Menaquinone biosynthesis,Viral genome integration,0
Menaquinone biosynthesis,Purine metabolism,0
Menaquinone biosynthesis,PHB biosynthesis,0
Menaquinone biosynthesis,Polysaccharide degradation,0
Menaquinone biosynthesis,Xylan degradation,0
Chromosome partition,DNA integration,2
Chromosome partition,Virulence,0
Chromosome partition,Lipid degradation,0
Chromosome partition,Cell adhesion,0
Chromosome partition,Iron storage,0
Chromosome partition,Cysteine biosynthesis,0
Chromosome partition,Cobalamin biosynthesis,0
Chromosome partition,Phenylalanine biosynthesis,0
Chromosome partition,Phosphate transport,0
Chromosome partition,Purine salvage,0
Chromosome partition,Fucose metabolism,0
Chromosome partition,Galactitol metabolism,0
Chromosome partition,Serine biosynthesis,0
Chromosome partition,Cytosine metabolism,0
Chromosome partition,Peptide transport,0
Chromosome partition,Arsenical resistance,0
Chromosome partition,Plasmid copy control,0
Chromosome partition,Respiratory chain,0
Chromosome partition,Methotrexate resistance,0
Chromosome partition,Trimethoprim resistance,0
Chromosome partition,DNA condensation,3
Chromosome partition,Flagellar rotation,0
Chromosome partition,Quorum sensing,0
Chromosome partition,Deoxyribonucleotide synthesis,0
Chromosome partition,Detoxification,0
Chromosome partition,Heme biosynthesis,0
Chromosome partition,Isoprene biosynthesis,0
Chromosome partition,Enterobactin biosynthesis,0
Chromosome partition,Sulfate transport,0
Chromosome partition,Bacterial flagellum biogenesis,0
Chromosome partition,Bile acid catabolism,0
Chromosome partition,Steroid metabolism,0
Chromosome partition,Nickel transport,0
Chromosome partition,Nitrogen fixation,0
Chromosome partition,Thiamine biosynthesis,0
Chromosome partition,Toxin-antitoxin system,0
Chromosome partition,Transposition,0
Chromosome partition,Lipid transport,0
Chromosome partition,Hydrogen peroxide,0
Chromosome partition,Capsule biogenesis/degradation,0
Chromosome partition,Putrescine biosynthesis,0
Chromosome partition,Maltose metabolism,0
Chromosome partition,DNA synthesis,0
Chromosome partition,Oxygen transport,0
Chromosome partition,Arginine metabolism,0
Chromosome partition,Tellurium resistance,0
Chromosome partition,Ascorbate biosynthesis,0
Chromosome partition,Fimbrium biogenesis,0
Chromosome partition,Chromate resistance,0
Chromosome partition,Zinc transport,0
Chromosome partition,Cellulose biosynthesis,0
Chromosome partition,Copper transport,0
Chromosome partition,Autoinducer synthesis,0
Chromosome partition,Bacterial flagellum protein export,0
Chromosome partition,Exopolysaccharide synthesis,0
Chromosome partition,Ammonia transport,0
Chromosome partition,Virus entry into host cell,0
Chromosome partition,Viral genome integration,0
Chromosome partition,Purine metabolism,0
Chromosome partition,PHB biosynthesis,0
Chromosome partition,Polysaccharide degradation,0
Chromosome partition,Xylan degradation,0
DNA integration,Virulence,0
DNA integration,Lipid degradation,0
DNA integration,Cell adhesion,0
DNA integration,Iron storage,0
DNA integration,Cysteine biosynthesis,0
DNA integration,Cobalamin biosynthesis,0
DNA integration,Phenylalanine biosynthesis,0
DNA integration,Phosphate transport,0
DNA integration,Purine salvage,0
DNA integration,Fucose metabolism,0
DNA integration,Galactitol metabolism,0
DNA integration,Serine biosynthesis,0
DNA integration,Cytosine metabolism,0
DNA integration,Peptide transport,0
DNA integration,Arsenical resistance,0
DNA integration,Plasmid copy control,0
DNA integration,Respiratory chain,0
DNA integration,Methotrexate resistance,0
DNA integration,Trimethoprim resistance,0
DNA integration,DNA condensation,0
DNA integration,Flagellar rotation,0
DNA integration,Quorum sensing,0
DNA integration,Deoxyribonucleotide synthesis,0
DNA integration,Detoxification,0
DNA integration,Heme biosynthesis,0
DNA integration,Isoprene biosynthesis,0
DNA integration,Enterobactin biosynthesis,0
DNA integration,Sulfate transport,0
DNA integration,Bacterial flagellum biogenesis,0
DNA integration,Bile acid catabolism,0
DNA integration,Steroid metabolism,0
DNA integration,Nickel transport,0
DNA integration,Nitrogen fixation,0
DNA integration,Thiamine biosynthesis,0
DNA integration,Toxin-antitoxin system,0
DNA integration,Transposition,0
DNA integration,Lipid transport,0
DNA integration,Hydrogen peroxide,0
DNA integration,Capsule biogenesis/degradation,0
DNA integration,Putrescine biosynthesis,0
DNA integration,Maltose metabolism,0
DNA integration,DNA synthesis,0
DNA integration,Oxygen transport,0
DNA integration,Arginine metabolism,0
DNA integration,Tellurium resistance,0
DNA integration,Ascorbate biosynthesis,0
DNA integration,Fimbrium biogenesis,0
DNA integration,Chromate resistance,0
DNA integration,Zinc transport,0
DNA integration,Cellulose biosynthesis,0
DNA integration,Copper transport,0
DNA integration,Autoinducer synthesis,0
DNA integration,Bacterial flagellum protein export,0
DNA integration,Exopolysaccharide synthesis,0
DNA integration,Ammonia transport,0
DNA integration,Virus entry into host cell,1
DNA integration,Viral genome integration,1
DNA integration,Purine metabolism,0
DNA integration,PHB biosynthesis,0
DNA integration,Polysaccharide degradation,0
DNA integration,Xylan degradation,0
Virulence,Lipid degradation,0
Virulence,Cell adhesion,0
Virulence,Iron storage,0
Virulence,Cysteine biosynthesis,0
Virulence,Cobalamin biosynthesis,0
Virulence,Phenylalanine biosynthesis,0
Virulence,Phosphate transport,0
Virulence,Purine salvage,0
Virulence,Fucose metabolism,0
Virulence,Galactitol metabolism,0
Virulence,Serine biosynthesis,0
Virulence,Cytosine metabolism,0
Virulence,Peptide transport,0
Virulence,Arsenical resistance,0
Virulence,Plasmid copy control,0
Virulence,Respiratory chain,0
Virulence,Methotrexate resistance,0
Virulence,Trimethoprim resistance,0
Virulence,DNA condensation,0
Virulence,Flagellar rotation,0
Virulence,Quorum sensing,0
Virulence,Deoxyribonucleotide synthesis,0
Virulence,Detoxification,0
Virulence,Heme biosynthesis,0
Virulence,Isoprene biosynthesis,0
Virulence,Enterobactin biosynthesis,0
Virulence,Sulfate transport,0
Virulence,Bacterial flagellum biogenesis,0
Virulence,Bile acid catabolism,0
Virulence,Steroid metabolism,0
Virulence,Nickel transport,0
Virulence,Nitrogen fixation,0
Virulence,Thiamine biosynthesis,0
Virulence,Toxin-antitoxin system,0
Virulence,Transposition,0
Virulence,Lipid transport,0
Virulence,Hydrogen peroxide,0
Virulence,Capsule biogenesis/degradation,0
Virulence,Putrescine biosynthesis,0
Virulence,Maltose metabolism,0
Virulence,DNA synthesis,0
Virulence,Oxygen transport,0
Virulence,Arginine metabolism,0
Virulence,Tellurium resistance,0
Virulence,Ascorbate biosynthesis,0
Virulence,Fimbrium biogenesis,0
Virulence,Chromate resistance,0
Virulence,Zinc transport,0
Virulence,Cellulose biosynthesis,0
Virulence,Copper transport,0
Virulence,Autoinducer synthesis,0
Virulence,Bacterial flagellum protein export,0
Virulence,Exopolysaccharide synthesis,0
Virulence,Ammonia transport,0
Virulence,Virus entry into host cell,0
Virulence,Viral genome integration,0
Virulence,Purine metabolism,0
Virulence,PHB biosynthesis,0
Virulence,Polysaccharide degradation,0
Virulence,Xylan degradation,0
Lipid degradation,Cell adhesion,0
